Continent,Contry,City
EU,AD,Escaldes-Engordany
EU,AD,La Massana
EU,SI,Bohinj
EU,SI,Dol pri Ljubljani
EU,SI,Naklo
EU,SI,Dobrova-Horjul-Polhov Gradec
EU,SI,Dolenjske Toplice
EU,SI,Zreče
EU,SI,Domžale
EU,SI,Turnišče
EU,SI,Dravograd
EU,SI,Podlehnik
EU,SI,Dobrepolje
EU,SI,Divača
EU,SI,Tržič
EU,SI,Destrnik
EU,SI,Trzin
EU,SI,Nazarje
EU,SI,Trebnje
EU,SI,Trbovlje
EU,SI,Podvelka
EU,SI,Piran-Pirano
EU,SI,Tolmin
EU,SI,Gorenja Vas-Poljane
EU,SI,Tišina
EU,SI,Muta
EU,SI,Gorišnica
EU,SI,Murska Sobota
EU,SI,Rogaška Slatina
EU,SI,Gorje
EU,SI,Gornja Radgona
EU,SI,Gornji Grad
EU,SI,Mozirje
EU,SI,Podčetrtek
EU,SI,Rogašovci
EU,SI,Gornji Petrovci
EU,SI,Poljčane
EU,SI,Moravče
EU,SI,Moravske Toplice
EU,SI,Cirkulane
EU,SI,Grad
EU,SI,Zavrč
EU,SI,Grosuplje
EU,SI,Velenje
EU,SI,Velika Polana
EU,SI,Mislinja
EU,SI,Velike Lašče
EU,SI,Ajdovščina
EU,SI,Mirna Peč
EU,SI,Zagorje ob Savi
EU,SI,Hodoš-Hodos
EU,SI,Miklavž na Dravskem Polju
EU,SI,Ankaran
EU,SI,Horjul
EU,SI,Hoče-Slivnica
EU,SI,Mežica
EU,SI,Metlika
EU,SI,Hrastnik
EU,SI,Hrpelje-Kozina
EU,SI,Mengeš
EU,SI,Medvode
EU,MD,Stînga Nistrului
EU,SI,Cerkno
EU,SE,Kalmar
NA,US,Hawaii
NA,US,Maine
NA,AG,Saint Peter
NA,AG,Saint Mary
NA,AG,Saint John
NA,AG,Saint George
NA,AI,George Hill
NA,AI,The Quarter
NA,AI,The Valley
NA,US,Kansas
NA,US,Alaska
NA,US,Alabama
NA,US,Rhode Island
NA,US,Missouri
NA,US,Ohio
NA,US,Kentucky
NA,US,Delaware
NA,US,Utah
NA,US,Montana
NA,PR,San Juan
NA,PR,Barranquitas
NA,PR,Moca
NA,PR,Vega Alta
NA,PR,Corozal
NA,PR,Cabo Rojo
NA,PR,Lajas
NA,PR,Salinas
NA,PR,Toa Alta
NA,PR,Manatí
NA,PR,Jayuya
NA,PR,Canóvanas
NA,PR,Añasco
NA,PR,Orocovis
NA,PR,Naguabo
NA,PR,Yabucoa
NA,PR,Comerío
NA,PR,Luquillo
NA,PR,Santa Isabel
NA,PR,Camuy
NA,PR,Culebra
NA,PR,Las Piedras
NA,PR,Morovis
NA,PR,Guánica
NA,PR,Adjuntas
NA,PR,Gurabo
NA,PR,Isabela
NA,PR,Mayagüez
NA,PR,Aibonito
NA,PR,Hatillo
NA,PR,Guaynabo
NA,PR,Guayama
NA,PR,Coamo
NA,PR,Humacao
NA,PR,Villalba
NA,PR,Carolina
NA,PR,Vega Baja
NA,PR,Toa Baja
NA,PR,Utuado
NA,PR,Ponce
NA,PR,Aguas Buenas
NA,PR,Río Grande
NA,PR,Arecibo
NA,PR,Yauco
NA,PR,Quebradillas
NA,PR,Peñuelas
NA,PR,Caguas
NA,PR,San Lorenzo
NA,PR,Juana Díaz
NA,PR,Aguadilla
NA,PR,Maunabo
NA,PR,Aguada
NA,PR,Cataño
NA,PR,Naranjito
NA,PR,Hormigueros
NA,PR,Cayey
NA,PR,Ceiba
NA,PR,Trujillo Alto
NA,PR,Barceloneta
NA,PR,Dorado
NA,PR,Vieques
NA,PR,Lares
NA,PR,Cidra
NA,PR,Bayamón
NA,PR,San Germán
NA,PR,San Sebastián
NA,PR,Ciales
NA,PR,Fajardo
NA,US,Washington
NA,PM,Saint-Pierre
NA,PM,Miquelon-Langlade
NA,NI,Rivas
NA,US,Louisiana
NA,US,Oregon
NA,US,Oklahoma
NA,US,Arkansas
NA,US,Tennessee
NA,US,California
NA,US,West Virginia
NA,US,Puerto Rico
NA,US,Arizona
NA,US,South Carolina
NA,US,Virgin Islands
NA,US,Virginia
NA,US,Vermont
NA,US,Maryland
NA,US,New Hampshire
NA,US,Mississippi
NA,US,District of Columbia
NA,US,Florida
NA,AW,
NA,BB,Saint Michael
NA,BB,Saint Peter
NA,BB,Saint Joseph
NA,BB,Saint Andrew
NA,BB,Saint John
NA,BB,Saint James
NA,BB,Saint Philip
NA,BB,Christ Church
NA,US,Idaho
NA,US,North Carolina
NA,US,North Dakota
NA,US,South Dakota
NA,US,Massachusetts
NA,US,New York
NA,BB,Saint Lucy
NA,BB,Saint Thomas
NA,BL,
NA,BM,Hamilton
NA,BM,Saint George
NA,BM,Hamilton city
NA,BM,Pembroke
NA,BQ,Sint Eustatius
NA,PA,Panamá
NA,PA,Chiriquí
NA,PA,Colón
NA,PA,Veraguas
NA,PA,Panamá Oeste
NA,PA,Bocas del Toro
NA,PA,Coclé
NA,PA,Los Santos
NA,PA,Herrera
NA,US,Nebraska
NA,US,New Jersey
NA,US,Connecticut
NA,US,Wyoming
NA,US,Colorado
NA,US,Iowa
NA,US,Wisconsin
NA,US,Michigan
NA,US,New Mexico
NA,BQ,Saba
NA,BQ,Bonaire
NA,BS,N.p.
NA,US,Pennsylvania
NA,US,Indiana
NA,US,Illinois
NA,US,Texas
NA,US,Minnesota
NA,SV,San Miguel
NA,SV,Sonsonate
NA,SV,La Paz
NA,SV,La Libertad
NA,SV,Ahuachapán
NA,SV,Santa Ana
NA,SV,La Unión
NA,SV,Chalatenango
NA,SV,San Salvador
NA,SV,Usulután
NA,SV,Cuscatlán
NA,SX,Sint Maarten
NA,SX,
NA,US,Georgia
NA,AG,Barbuda
NA,CA,British Columbia
NA,CR,Cartago
NA,CR,San José
NA,NI,Chontales
NA,NI,León
NA,NI,Estelí
NA,NI,Carazo
NA,CR,Limón
NA,NI,Managua
NA,NI,South Caribbean Coast
NA,NI,Granada
NA,CR,Alajuela
NA,CR,Puntarenas
NA,CR,Guanacaste
NA,GT,Alta Verapaz
NA,TC,Turks and Caicos Islands
NA,TC,
NA,TC,Caicos Islands
NA,MX,Hidalgo
NA,MX,Guanajuato
NA,MX,Aguascalientes
NA,MX,San Luis Potosí
NA,MX,State of Mexico
NA,MX,Tamaulipas
NA,MX,Zacatecas
NA,MX,Coahuila
NA,MX,Yucatán
NA,MX,Puebla
NA,MX,Morelos
NA,MX,Baja California
NA,MX,Sinaloa
NA,MX,México
NA,MX,Tabasco
NA,MX,Colima
NA,MX,Durango
NA,MX,Nayarit
NA,MX,Chiapas
NA,MX,Quintana Roo
NA,MX,Oaxaca
NA,MX,Veracruz
NA,MX,Querétaro
NA,MX,Nuevo León
NA,MX,Chihuahua
NA,MX,Campeche
NA,MX,Jalisco
NA,MX,Michoacán
NA,MX,Guerrero
NA,MX,Sonora
NA,MX,Mexico City
NA,MX,Baja California Sur
NA,MX,Tlaxcala
NA,MS,Saint Peter
NA,MS,Saint Anthony
NA,MQ,Martinique
NA,CR,Heredia
NA,CU,Guantánamo
NA,CU,Granma
NA,MF,
NA,MF,Collectivity of Saint Martin
NA,LC,Micoud
NA,LC,Dennery
NA,LC,Choiseul
NA,LC,Gros-Islet
NA,LC,Soufrière
NA,LC,Laborie
NA,LC,Castries
NA,LC,Vieux-Fort
NA,KY,West Bay
NA,KY,Sister Island
NA,KY,George Town
NA,KN,Saint Mary Cayon
NA,KN,Saint Thomas Lowland
NA,KN,Saint George Gingerland
NA,KN,Saint George Basseterre
NA,KN,Saint Paul Charlestown
NA,CU,Pinar del Río
NA,TT,Couva-Tabaquite-Talparo
NA,JM,Kingston
NA,JM,Portland
NA,JM,St. Elizabeth
NA,JM,Clarendon
NA,JM,St. Andrew
NA,JM,St. James
NA,JM,Saint Catherine
NA,JM,St. Mary
NA,JM,St. Thomas
NA,JM,Hanover
NA,JM,Trelawny
NA,JM,Westmoreland
NA,JM,St Ann
NA,JM,Manchester
NA,HT,Nord
NA,HT,Centre
NA,HT,Sud
NA,HT,Ouest
NA,HN,Comayagua
NA,HN,Valle
NA,HN,El Paraíso
NA,HN,Atlántida
NA,HN,Santa Bárbara
NA,HN,Choluteca
NA,HN,Cortés
NA,HN,Olancho
NA,HN,Intibucá
NA,HN,Colón
NA,HN,Copán
NA,HN,La Paz
NA,CU,Holguín
NA,CU,Havana
NA,CU,Ciego de Ávila
NA,CU,Sancti Spíritus
NA,HN,Lempira
NA,HN,Bay Islands
NA,HN,Francisco Morazán
NA,HN,Yoro
NA,BS,Freeport
NA,BS,Exuma
NA,BS,Central Eleuthera
NA,BS,Central Abaco
NA,CU,Cienfuegos
NA,CU,Artemisa
NA,CU,Isla de la Juventud
NA,CU,Matanzas
NA,CU,Santiago de Cuba
NA,CU,Camagüey
NA,CU,Mayabeque
NA,CU,Villa Clara
NA,CU,Las Tunas
NA,CW,
NA,CW,Curaçao
NA,DM,Saint Paul
NA,DM,Saint George
NA,GT,Chimaltenango
NA,GT,Sololá
NA,GT,El Progreso
NA,GT,Quiché
NA,GT,Sacatepéquez
NA,GT,Quetzaltenango
NA,DM,Saint John
NA,GT,Izabal
NA,DM,Saint Patrick
NA,GT,Santa Rosa
NA,GT,Jalapa
NA,GT,Escuintla
NA,GT,San Marcos
NA,GT,Zacapa
NA,GT,Huehuetenango
NA,GT,Suchitepeque
NA,GT,Baja Verapaz
NA,GT,Petén
NA,GT,Guatemala
NA,GT,Chiquimula
NA,GT,Retalhuleu
NA,GT,Jutiapa
NA,GP,Guadeloupe
NA,GP,Collectivity of Saint Martin
NA,GL,Sermersooq
NA,GL,Avannaata
NA,GL,Qeqqata
NA,BS,New Providence
NA,GD,Saint George
NA,GD,Saint John
NA,BZ,Belize
NA,TT,Mayaro
NA,TT,Point Fortin
NA,BZ,Toledo
NA,BZ,Stann Creek
NA,TT,Diego Martin
NA,TT,Port of Spain
NA,TT,Chaguanas
NA,TT,Sangre Grande
NA,BZ,Orange Walk
NA,BZ,Corozal
NA,BZ,Cayo
NA,CA,Saskatchewan
NA,CA,Yukon
NA,CA,Prince Edward Island
NA,CA,Quebec
NA,CA,Nunavut
NA,CA,Newfoundland and Labrador
NA,VI,Saint Thomas Island
NA,VI,Saint Croix Island
NA,VG,
NA,VG,Tortola
NA,VC,Charlotte
NA,VC,Saint George
NA,VC,Saint Andrew
NA,VC,Grenadines
NA,CA,Ontario
NA,TT,Borough of Arima
NA,CA,New Brunswick
NA,CA,Manitoba
NA,CA,Nova Scotia
NA,CA,Alberta
NA,CA,Northwest Territories
NA,DO,Sánchez Ramírez
NA,DO,Santiago
NA,DO,Hermanas Mirabal
NA,DO,Nacional
NA,DO,La Altagracia
NA,DO,Dajabón
NA,DO,San Cristóbal
NA,DO,La Romana
NA,DO,Santiago Rodríguez
NA,DO,Espaillat
NA,DO,María Trinidad Sánchez
NA,DO,El Seíbo
NA,DO,Barahona
NA,DO,Monte Cristi
NA,DO,San José de Ocoa
NA,DO,Monseñor Nouel
NA,DO,San Pedro de Macorís
NA,DO,Valverde
NA,DO,Hato Mayor
NA,DO,Puerto Plata
NA,DO,Duarte
NA,DO,Azua
NA,DO,La Vega
NA,DO,Peravia
NA,DO,Samaná
NA,DO,Santo Domingo
NA,DM,Saint David
NA,TT,San Fernando
NA,TT,Penal/Debe
NA,TT,Tobago
NA,TT,San Juan/Laventille
NA,TT,Tunapuna/Piarco
NA,TT,Princes Town
NA,US,Nevada
NA,TT,Siparia
OC,PG,East New Britain
OC,FJ,Central
OC,FJ,Northern
OC,FJ,Rotuma
OC,FJ,Western
OC,FM,Yap
OC,FM,Pohnpei
OC,TV,Vaitupu
OC,TV,Funafuti
OC,TO,Tongatapu
OC,KI,Gilbert Islands
OC,GU,Mongmong-Toto-Maite
OC,GU,Yona
OC,GU,Tamuning
OC,GU,Barrigada
OC,GU,Talofofo
OC,GU,Agana Heights
OC,GU,Sinajana
OC,GU,Mangilao
OC,GU,Yigo
OC,GU,Piti
OC,GU,Dededo
OC,GU,Santa Rita
OC,GU,Hagatna
OC,TL,Baucau
OC,TL,Díli
OC,TK,Fakaofo
OC,TK,Nukunonu
OC,KI,Line Islands
OC,MH,Majuro Atoll
OC,MH,Kwajalein Atoll
OC,MP,Saipan
OC,NC,North Province
OC,NF,
OC,NF,Norfolk Island
OC,SB,Guadalcanal
OC,NR,Uaboe
OC,NR,Yaren
OC,NU,Alofi
OC,CK,Mangaia
OC,CK,Penrhyn
OC,CK,Rarotonga
OC,NZ,Taranaki
OC,NZ,Waikato
OC,NZ,Southland
OC,NZ,Nelson
OC,NZ,West Coast
OC,NZ,Marlborough
OC,NZ,Otago
OC,NZ,Northland
OC,NZ,Auckland
OC,NZ,Wellington
OC,NZ,Tasman
OC,NZ,Canterbury
OC,NZ,Gisborne
OC,NZ,Manawatu-Wanganui
OC,NZ,Bay of Plenty
OC,NZ,Hawke's Bay
OC,VU,Shefa
OC,WF,Alo
OC,WF,Uvea
OC,WS,Fa‘asaleleaga
OC,WS,Tuamasaga
OC,WS,A'ana
OC,AU,Victoria
OC,AU,Tasmania
OC,AU,Northern Territory
OC,PF,Îles du Vent
OC,PF,Îles Marquises
OC,PF,Leeward Islands
OC,PF,Îles Tuamotu-Gambier
OC,PG,Morobe
OC,PG,Bougainville
OC,PG,New Ireland
OC,PG,Manus
OC,PG,Eastern Highlands
OC,PG,Western Province
OC,PG,Madang
OC,PG,East Sepik
OC,PG,West New Britain
OC,PG,Sandaun
OC,PG,National Capital
OC,PN,
OC,PW,Melekeok
OC,PW,Koror
OC,PW,Airai
OC,AU,New-South-Wales
OC,AU,ACT
OC,AU,South Australia
OC,AU,Australian Capital Territory
OC,AU,Western Australia
OC,AU,Queensland
OC,AS,Eastern District
OC,SB,Honiara
OC,NC,South Province
SA,EC,Santa Elena
SA,CL,Tarapacá
SA,CL,Atacama
SA,CL,Los Lagos Region
SA,CL,Maule Region
SA,CL,Arica y Parinacota
SA,CL,Valparaíso
SA,CL,Los Ríos Region
SA,CL,Biobío
SA,CO,Huila
SA,CO,Bogota D.C.
SA,CO,Tolima
SA,CO,Amazonas
SA,CO,Cauca
SA,CO,Bolívar
SA,CO,Arauca
SA,CO,Antioquia
SA,CO,La Guajira
SA,CO,Vichada
SA,CO,Nariño
SA,CO,San Andres y Providencia
SA,CO,Casanare
SA,CO,Santander
SA,CO,Cesar
SA,CO,Risaralda
SA,CO,Caquetá
SA,CO,Guaviare
SA,CO,Quindío
SA,CO,Magdalena
SA,CO,Norte de Santander
SA,CO,Atlántico
SA,CO,Meta
SA,CO,Departamento de Arauca
SA,CO,Valle del Cauca
SA,CO,Caldas
SA,CO,Chocó
SA,UY,San José
SA,UY,Treinta y Tres
SA,UY,Paysandú
SA,UY,Artigas
SA,UY,Salto
SA,UY,Tacuarembó
SA,UY,Florida
SA,UY,Río Negro
SA,UY,Durazno
SA,CO,Putumayo
SA,UY,Canelones
SA,UY,Flores
SA,UY,Montevideo
SA,UY,Cerro Largo
SA,UY,Rocha
SA,UY,Rivera
SA,UY,Soriano
SA,UY,Colonia
SA,UY,Lavalleja
SA,CL,Araucanía
SA,CL,Region of Magallanes
SA,CL,O'Higgins Region
SA,CL,Coquimbo Region
SA,CL,Santiago Metropolitan
SA,CL,Aysén
SA,CL,Ñuble
SA,CO,Boyacá
SA,CO,Cundinamarca
SA,CO,Sucre
SA,CO,Córdoba
SA,EC,Azuay
SA,EC,Guayas
SA,EC,El Oro
SA,EC,Manabí
SA,EC,Sucumbios
SA,EC,Morona-Santiago
SA,EC,Esmeraldas
SA,EC,Los Ríos
SA,EC,Cotopaxi
SA,EC,Carchi
SA,VE,Mérida
SA,VE,Guárico
SA,VE,Sucre
SA,VE,Delta Amacuro
SA,VE,Barinas
SA,VE,Estado La Guaira
SA,VE,Cojedes
SA,VE,Carabobo
SA,VE,Nueva Esparta
SA,VE,Amazonas
SA,VE,Monagas
SA,VE,Falcón
SA,VE,Trujillo
SA,VE,Miranda
SA,VE,Portuguesa
SA,VE,Yaracuy
SA,VE,Distrito Federal
SA,VE,Lara
SA,VE,Aragua
SA,VE,Táchira
SA,VE,Anzoátegui
SA,VE,Zulia
SA,VE,Bolívar
SA,VE,Apure
SA,EC,Pastaza
SA,EC,Imbabura
SA,EC,Loja
SA,EC,Napo
SA,EC,Pichincha
SA,EC,Orellana
SA,EC,Cañar
SA,EC,Galápagos
SA,EC,Zamora-Chinchipe
SA,EC,Bolívar
SA,EC,Tungurahua
SA,EC,Santo Domingo de los Tsáchilas
SA,EC,Chimborazo
SA,FK,East Falkland
SA,FK,
SA,CL,Antofagasta
SA,GF,Guyane
SA,GY,Essequibo Islands-West Demerara
SA,GY,Mahaica-Berbice
SA,GY,Demerara-Mahaica
SA,GY,East Berbice-Corentyne
SA,SR,Paramaribo
SA,BR,Acre
SA,BR,Amapá
SA,BR,Piauí
SA,BR,Rio Grande do Sul
SA,BR,Rio de Janeiro
SA,BR,Rio Grande do Norte
SA,BR,Pernambuco
SA,BR,Goiás
SA,BR,Paraná
SA,BR,Minas Gerais
SA,BR,Federal District
SA,BR,Ceará
SA,BR,Espírito Santo
SA,BR,São Paulo
SA,BR,Amazonas
SA,BR,Tocantins
SA,BR,Bahia
SA,BR,Pará
SA,BR,Alagoas
SA,BR,Paraíba
SA,BR,Roraima
SA,BR,Mato Grosso do Sul
SA,BR,Maranhão
SA,BR,Mato Grosso
SA,BR,Sergipe
SA,BR,Rondônia
SA,BR,Santa Catarina
SA,SR,Sipaliwini
SA,SR,Wanica
SA,PE,Tacna
SA,BO,La Paz
SA,BO,El Beni
SA,BO,Oruro
SA,BO,Tarija
SA,BO,Potosí
SA,BO,Chuquisaca
SA,BO,Santa Cruz
SA,BO,Cochabamba
SA,BO,Pando
SA,PE,Moquegua
SA,PE,Lima
SA,PE,Lima region
SA,PE,Cajamarca
SA,PE,Piura
SA,PE,Ica
SA,PE,Puno
SA,PE,Cusco
SA,PE,Madre de Dios
SA,PE,Tumbes
SA,PE,Loreto
SA,PE,Ucayali
SA,PE,San Martín
SA,PE,Apurímac
SA,PE,Arequipa
SA,PE,Callao
SA,PE,Huanuco
SA,PE,Pasco
SA,PE,Amazonas
SA,PE,Ayacucho
SA,PE,Junin
SA,PE,Ancash
SA,PE,Huancavelica
SA,PE,La Libertad
SA,PE,Lambayeque
SA,PY,Alto Paraná
SA,PY,Canindeyú
SA,PY,Caazapá
SA,PY,Cordillera
SA,PY,Caaguazú
SA,PY,Boquerón
SA,PY,Misiones
SA,AR,Santa Cruz
SA,AR,Chaco
SA,AR,Misiones
SA,AR,Salta
SA,AR,San Juan
SA,AR,Rio Negro
SA,AR,Santa Fe
SA,AR,La Pampa
SA,AR,Tucuman
SA,AR,San Luis
SA,AR,Mendoza
SA,AR,Chubut
SA,AR,Buenos Aires F.D.
SA,AR,Formosa
SA,AR,Entre Rios
SA,AR,Catamarca
SA,AR,Santiago del Estero
SA,AR,Corrientes
SA,AR,Cordoba
SA,AR,La Rioja
SA,AR,Jujuy
SA,AR,Neuquen
SA,AR,Tierra del Fuego
SA,AR,Buenos Aires
SA,PY,Itapúa
SA,PY,Asunción
SA,PY,Concepción
SA,PY,Amambay
SA,PY,Guairá
SA,PY,Central
SA,PY,San Pedro
SA,UY,Maldonado
ZZ,ZZ,
